DBNO,TRANSNO,Facility NAME,DATETIMEIN,WEIGHTNETT,ITEM GROUP NAME,ITEM NAME,INNOUTUT,ITEM QTY,Volume m3,Density factor (t/m3),kg per item,tot tonnes,Disposal Facility
2,39826,Walkerville Transfer Station,2017-09-20 10:35:12,0.0,Domestic Waste,01) Bag (<120L),IN,1,0.075,0.13,,0.00975,
2,39827,Walkerville Transfer Station,2017-09-20 10:54:24,0.0,Domestic Waste,01) Bag (<120L),IN,1,0.075,0.13,,0.00975,
2,39849,Venus Bay Transfer Station,2017-09-22 11:40:00,0.0,Domestic Waste,01) Bag (<120L),IN,1,0.075,0.13,,0.00975,
2,39874,Venus Bay Transfer Station,2017-09-23 12:27:27,0.0,Domestic Waste,01) Bag (<120L),IN,1,0.075,0.13,,0.00975,
2,39894,Venus Bay Transfer Station,2017-09-24 10:20:58,0.0,Domestic Waste,01) Bag (<120L),IN,1,0.075,0.13,,0.00975,
2,39931,Venus Bay Transfer Station,2017-09-25 11:30:49,0.0,Domestic Waste,01) Bag (<120L),IN,1,0.075,0.13,,0.00975,
2,39952,Venus Bay Transfer Station,2017-09-29 09:40:06,0.0,Domestic Waste,01) Bag (<120L),IN,1,0.075,0.13,,0.00975,
2,39955,Venus Bay Transfer Station,2017-09-29 10:02:34,0.0,Domestic Waste,01) Bag (<120L),IN,1,0.075,0.13,,0.00975,
2,39983,Venus Bay Transfer Station,2017-09-29 12:54:19,0.0,Domestic Waste,01) Bag (<120L),IN,1,0.075,0.13,,0.00975,
2,40000,Venus Bay Transfer Station,2017-09-30 10:01:41,0.0,Domestic Waste,01) Bag (<120L),IN,1,0.075,0.13,,0.00975,
2,40005,Venus Bay Transfer Station,2017-09-30 10:13:27,0.0,Domestic Waste,01) Bag (<120L),IN,1,0.075,0.13,,0.00975,
2,40013,Venus Bay Transfer Station,2017-09-30 11:00:56,0.0,Domestic Waste,01) Bag (<120L),IN,1,0.075,0.13,,0.00975,
2,40029,Venus Bay Transfer Station,2017-09-30 12:41:00,0.0,Domestic Waste,01) Bag (<120L),IN,1,0.075,0.13,,0.00975,
3,58888,Koonwarra Transfer Station,2017-09-01 10:17:35,0.0,Domestic Waste,01) Bag (<120L),IN,1,0.075,0.13,,0.00975,
3,58893,Koonwarra Transfer Station,2017-09-01 10:55:29,0.0,Domestic Waste,01) Bag (<120L),IN,1,0.075,0.13,,0.00975,
3,58898,Koonwarra Transfer Station,2017-09-01 12:07:51,0.0,Domestic Waste,01) Bag (<120L),IN,1,0.075,0.13,,0.00975,
3,58903,Koonwarra Transfer Station,2017-09-01 12:41:24,0.0,Domestic Waste,01) Bag (<120L),IN,1,0.075,0.13,,0.00975,
3,58928,Koonwarra Transfer Station,2017-09-02 10:26:31,0.0,Domestic Waste,01) Bag (<120L),IN,1,0.075,0.13,,0.00975,
3,58931,Koonwarra Transfer Station,2017-09-02 10:37:23,0.0,Domestic Waste,01) Bag (<120L),IN,1,0.075,0.13,,0.00975,
3,58937,Koonwarra Transfer Station,2017-09-02 11:04:27,0.0,Domestic Waste,01) Bag (<120L),IN,1,0.075,0.13,,0.00975,
3,58954,Koonwarra Transfer Station,2017-09-02 13:47:51,0.0,Domestic Waste,01) Bag (<120L),IN,1,0.075,0.13,,0.00975,
3,58964,Koonwarra Transfer Station,2017-09-03 09:52:32,0.0,Domestic Waste,01) Bag (<120L),IN,1,0.075,0.13,,0.00975,
3,58968,Koonwarra Transfer Station,2017-09-03 10:16:21,0.0,Domestic Waste,01) Bag (<120L),IN,1,0.075,0.13,,0.00975,
3,58981,Koonwarra Transfer Station,2017-09-03 12:41:23,0.0,Domestic Waste,01) Bag (<120L),IN,1,0.075,0.13,,0.00975,
3,59001,Koonwarra Transfer Station,2017-09-04 11:35:17,0.0,Domestic Waste,01) Bag (<120L),IN,1,0.075,0.13,,0.00975,
3,59013,Koonwarra Transfer Station,2017-09-04 14:17:14,0.0,Domestic Waste,01) Bag (<120L),IN,1,0.075,0.13,,0.00975,
3,59015,Koonwarra Transfer Station,2017-09-04 14:36:36,0.0,Domestic Waste,01) Bag (<120L),IN,1,0.075,0.13,,0.00975,
3,59025,Koonwarra Transfer Station,2017-09-05 11:43:33,0.0,Domestic Waste,01) Bag (<120L),IN,1,0.075,0.13,,0.00975,
3,59027,Koonwarra Transfer Station,2017-09-05 11:53:34,0.0,Domestic Waste,01) Bag (<120L),IN,1,0.075,0.13,,0.00975,
3,59034,Koonwarra Transfer Station,2017-09-05 13:12:28,0.0,Domestic Waste,01) Bag (<120L),IN,1,0.075,0.13,,0.00975,
3,59039,Koonwarra Transfer Station,2017-09-05 15:54:53,0.0,Domestic Waste,01) Bag (<120L),IN,1,0.075,0.13,,0.00975,
3,59052,Koonwarra Transfer Station,2017-09-06 10:28:21,0.0,Domestic Waste,01) Bag (<120L),IN,1,0.075,0.13,,0.00975,
3,59076,Koonwarra Transfer Station,2017-09-07 08:41:57,0.0,Domestic Waste,01) Bag (<120L),IN,1,0.075,0.13,,0.00975,
3,59079,Koonwarra Transfer Station,2017-09-07 09:58:57,0.0,Domestic Waste,01) Bag (<120L),IN,1,0.075,0.13,,0.00975,
3,59091,Koonwarra Transfer Station,2017-09-07 11:51:11,0.0,Domestic Waste,01) Bag (<120L),IN,1,0.075,0.13,,0.00975,
3,59118,Koonwarra Transfer Station,2017-09-08 09:43:19,0.0,Domestic Waste,01) Bag (<120L),IN,1,0.075,0.13,,0.00975,
3,59129,Koonwarra Transfer Station,2017-09-08 11:14:29,0.0,Domestic Waste,01) Bag (<120L),IN,1,0.075,0.13,,0.00975,
3,59143,Koonwarra Transfer Station,2017-09-09 10:15:35,0.0,Domestic Waste,01) Bag (<120L),IN,1,0.075,0.13,,0.00975,
3,59144,Koonwarra Transfer Station,2017-09-09 10:46:49,0.0,Domestic Waste,01) Bag (<120L),IN,1,0.075,0.13,,0.00975,
3,59147,Koonwarra Transfer Station,2017-09-09 11:03:20,0.0,Domestic Waste,01) Bag (<120L),IN,1,0.075,0.13,,0.00975,
3,59150,Koonwarra Transfer Station,2017-09-09 11:28:07,0.0,Domestic Waste,01) Bag (<120L),IN,1,0.075,0.13,,0.00975,
3,59151,Koonwarra Transfer Station,2017-09-09 11:31:58,0.0,Domestic Waste,01) Bag (<120L),IN,1,0.075,0.13,,0.00975,
3,59167,Koonwarra Transfer Station,2017-09-09 14:49:23,0.0,Domestic Waste,01) Bag (<120L),IN,1,0.075,0.13,,0.00975,
3,59235,Koonwarra Transfer Station,2017-09-11 13:36:19,0.0,Domestic Waste,01) Bag (<120L),IN,1,0.075,0.13,,0.00975,
3,59265,Koonwarra Transfer Station,2017-09-12 12:49:12,0.0,Domestic Waste,01) Bag (<120L),IN,1,0.075,0.13,,0.00975,
3,59266,Koonwarra Transfer Station,2017-09-12 12:52:18,0.0,Domestic Waste,01) Bag (<120L),IN,1,0.075,0.13,,0.00975,
3,59270,Koonwarra Transfer Station,2017-09-12 14:45:14,0.0,Domestic Waste,01) Bag (<120L),IN,1,0.075,0.13,,0.00975,
3,59293,Koonwarra Transfer Station,2017-09-13 14:22:03,0.0,Domestic Waste,01) Bag (<120L),IN,1,0.075,0.13,,0.00975,
3,59299,Koonwarra Transfer Station,2017-09-14 08:28:45,0.0,Domestic Waste,01) Bag (<120L),IN,1,0.075,0.13,,0.00975,
3,59301,Koonwarra Transfer Station,2017-09-14 09:49:00,0.0,Domestic Waste,01) Bag (<120L),IN,1,0.075,0.13,,0.00975,
3,59302,Koonwarra Transfer Station,2017-09-14 10:27:06,0.0,Domestic Waste,01) Bag (<120L),IN,1,0.075,0.13,,0.00975,
3,59307,Koonwarra Transfer Station,2017-09-14 11:13:48,0.0,Domestic Waste,01) Bag (<120L),IN,1,0.075,0.13,,0.00975,
3,59308,Koonwarra Transfer Station,2017-09-14 11:35:25,0.0,Domestic Waste,01) Bag (<120L),IN,1,0.075,0.13,,0.00975,
3,59317,Koonwarra Transfer Station,2017-09-14 13:30:00,0.0,Domestic Waste,01) Bag (<120L),IN,1,0.075,0.13,,0.00975,
3,59323,Koonwarra Transfer Station,2017-09-14 15:26:41,0.0,Domestic Waste,01) Bag (<120L),IN,1,0.075,0.13,,0.00975,
3,59328,Koonwarra Transfer Station,2017-09-15 08:21:57,0.0,Domestic Waste,01) Bag (<120L),IN,1,0.075,0.13,,0.00975,
3,59341,Koonwarra Transfer Station,2017-09-15 13:40:52,0.0,Domestic Waste,01) Bag (<120L),IN,1,0.075,0.13,,0.00975,
3,59373,Koonwarra Transfer Station,2017-09-16 13:37:02,0.0,Domestic Waste,01) Bag (<120L),IN,1,0.075,0.13,,0.00975,
3,59380,Koonwarra Transfer Station,2017-09-16 14:26:35,0.0,Domestic Waste,01) Bag (<120L),IN,1,0.075,0.13,,0.00975,
3,59381,Koonwarra Transfer Station,2017-09-16 15:55:21,0.0,Domestic Waste,01) Bag (<120L),IN,1,0.075,0.13,,0.00975,
3,59384,Koonwarra Transfer Station,2017-09-17 09:49:49,0.0,Domestic Waste,01) Bag (<120L),IN,1,0.075,0.13,,0.00975,
3,59389,Koonwarra Transfer Station,2017-09-17 10:09:52,0.0,Domestic Waste,01) Bag (<120L),IN,1,0.075,0.13,,0.00975,
3,59417,Koonwarra Transfer Station,2017-09-17 14:07:57,0.0,Domestic Waste,01) Bag (<120L),IN,1,0.075,0.13,,0.00975,
3,59427,Koonwarra Transfer Station,2017-09-18 08:26:34,0.0,Domestic Waste,01) Bag (<120L),IN,1,0.075,0.13,,0.00975,
3,59430,Koonwarra Transfer Station,2017-09-18 08:55:16,0.0,Domestic Waste,01) Bag (<120L),IN,1,0.075,0.13,,0.00975,
3,59438,Koonwarra Transfer Station,2017-09-18 10:24:40,0.0,Domestic Waste,01) Bag (<120L),IN,1,0.075,0.13,,0.00975,
3,59442,Koonwarra Transfer Station,2017-09-18 11:39:28,0.0,Domestic Waste,01) Bag (<120L),IN,1,0.075,0.13,,0.00975,
3,59446,Koonwarra Transfer Station,2017-09-18 13:00:28,0.0,Domestic Waste,01) Bag (<120L),IN,1,0.075,0.13,,0.00975,
3,59464,Koonwarra Transfer Station,2017-09-19 09:47:34,0.0,Domestic Waste,01) Bag (<120L),IN,1,0.075,0.13,,0.00975,
3,59470,Koonwarra Transfer Station,2017-09-19 11:04:52,0.0,Domestic Waste,01) Bag (<120L),IN,1,0.075,0.13,,0.00975,
3,59484,Koonwarra Transfer Station,2017-09-19 13:43:09,0.0,Domestic Waste,01) Bag (<120L),IN,1,0.075,0.13,,0.00975,
3,59490,Koonwarra Transfer Station,2017-09-19 14:56:25,0.0,Domestic Waste,01) Bag (<120L),IN,1,0.075,0.13,,0.00975,
3,59491,Koonwarra Transfer Station,2017-09-19 15:08:30,0.0,Domestic Waste,01) Bag (<120L),IN,1,0.075,0.13,,0.00975,
3,59493,Koonwarra Transfer Station,2017-09-19 15:20:26,0.0,Domestic Waste,01) Bag (<120L),IN,1,0.075,0.13,,0.00975,
3,59499,Koonwarra Transfer Station,2017-09-20 08:37:55,0.0,Domestic Waste,01) Bag (<120L),IN,1,0.075,0.13,,0.00975,
3,59512,Koonwarra Transfer Station,2017-09-20 10:16:41,0.0,Domestic Waste,01) Bag (<120L),IN,1,0.075,0.13,,0.00975,
3,59524,Koonwarra Transfer Station,2017-09-20 13:08:33,0.0,Domestic Waste,01) Bag (<120L),IN,1,0.075,0.13,,0.00975,
3,59525,Koonwarra Transfer Station,2017-09-20 13:32:41,0.0,Domestic Waste,01) Bag (<120L),IN,1,0.075,0.13,,0.00975,
3,59539,Koonwarra Transfer Station,2017-09-20 15:37:23,0.0,Domestic Waste,01) Bag (<120L),IN,1,0.075,0.13,,0.00975,
3,59542,Koonwarra Transfer Station,2017-09-21 08:41:45,0.0,Domestic Waste,01) Bag (<120L),IN,1,0.075,0.13,,0.00975,
3,59571,Koonwarra Transfer Station,2017-09-21 15:39:39,0.0,Domestic Waste,01) Bag (<120L),IN,1,0.075,0.13,,0.00975,
3,59590,Koonwarra Transfer Station,2017-09-22 12:15:26,0.0,Domestic Waste,01) Bag (<120L),IN,1,0.075,0.13,,0.00975,
3,59600,Koonwarra Transfer Station,2017-09-22 15:09:32,0.0,Domestic Waste,01) Bag (<120L),IN,1,0.075,0.13,,0.00975,
3,59605,Koonwarra Transfer Station,2017-09-23 09:54:46,0.0,Domestic Waste,01) Bag (<120L),IN,1,0.075,0.13,,0.00975,
3,59606,Koonwarra Transfer Station,2017-09-23 09:56:18,0.0,Domestic Waste,01) Bag (<120L),IN,1,0.075,0.13,,0.00975,
3,59607,Koonwarra Transfer Station,2017-09-23 09:58:30,0.0,Domestic Waste,01) Bag (<120L),IN,1,0.075,0.13,,0.00975,
3,59614,Koonwarra Transfer Station,2017-09-23 10:38:30,0.0,Domestic Waste,01) Bag (<120L),IN,1,0.075,0.13,,0.00975,
3,59620,Koonwarra Transfer Station,2017-09-23 11:28:43,0.0,Domestic Waste,01) Bag (<120L),IN,1,0.075,0.13,,0.00975,
3,59630,Koonwarra Transfer Station,2017-09-23 12:47:02,0.0,Domestic Waste,01) Bag (<120L),IN,1,0.075,0.13,,0.00975,
3,59642,Koonwarra Transfer Station,2017-09-23 15:05:27,0.0,Domestic Waste,01) Bag (<120L),IN,1,0.075,0.13,,0.00975,
3,59659,Koonwarra Transfer Station,2017-09-24 11:18:39,0.0,Domestic Waste,01) Bag (<120L),IN,1,0.075,0.13,,0.00975,
3,59697,Koonwarra Transfer Station,2017-09-25 10:46:02,0.0,Domestic Waste,01) Bag (<120L),IN,1,0.075,0.13,,0.00975,
3,59706,Koonwarra Transfer Station,2017-09-25 11:46:55,0.0,Domestic Waste,01) Bag (<120L),IN,1,0.075,0.13,,0.00975,
3,59712,Koonwarra Transfer Station,2017-09-25 13:59:15,0.0,Domestic Waste,01) Bag (<120L),IN,1,0.075,0.13,,0.00975,
3,59714,Koonwarra Transfer Station,2017-09-25 14:25:04,0.0,Domestic Waste,01) Bag (<120L),IN,1,0.075,0.13,,0.00975,
3,59718,Koonwarra Transfer Station,2017-09-25 15:59:41,0.0,Domestic Waste,01) Bag (<120L),IN,1,0.075,0.13,,0.00975,
3,59728,Koonwarra Transfer Station,2017-09-26 09:42:10,0.0,Domestic Waste,01) Bag (<120L),IN,1,0.075,0.13,,0.00975,
3,59730,Koonwarra Transfer Station,2017-09-26 09:54:15,0.0,Domestic Waste,01) Bag (<120L),IN,1,0.075,0.13,,0.00975,
3,59757,Koonwarra Transfer Station,2017-09-27 08:54:10,0.0,Domestic Waste,01) Bag (<120L),IN,1,0.075,0.13,,0.00975,
3,59762,Koonwarra Transfer Station,2017-09-27 09:23:01,0.0,Domestic Waste,01) Bag (<120L),IN,1,0.075,0.13,,0.00975,
3,59768,Koonwarra Transfer Station,2017-09-27 10:06:15,0.0,Domestic Waste,01) Bag (<120L),IN,1,0.075,0.13,,0.00975,
3,59787,Koonwarra Transfer Station,2017-09-27 15:50:39,0.0,Domestic Waste,01) Bag (<120L),IN,1,0.075,0.13,,0.00975,
3,59801,Koonwarra Transfer Station,2017-09-28 10:57:50,0.0,Domestic Waste,01) Bag (<120L),IN,1,0.075,0.13,,0.00975,
3,59803,Koonwarra Transfer Station,2017-09-28 11:03:18,0.0,Domestic Waste,01) Bag (<120L),IN,1,0.075,0.13,,0.00975,
3,59809,Koonwarra Transfer Station,2017-09-28 13:08:19,0.0,Domestic Waste,01) Bag (<120L),IN,1,0.075,0.13,,0.00975,
3,59813,Koonwarra Transfer Station,2017-09-28 13:38:36,0.0,Domestic Waste,01) Bag (<120L),IN,1,0.075,0.13,,0.00975,
3,59828,Koonwarra Transfer Station,2017-09-28 15:32:11,0.0,Domestic Waste,01) Bag (<120L),IN,1,0.075,0.13,,0.00975,
3,59836,Koonwarra Transfer Station,2017-09-29 09:54:16,0.0,Domestic Waste,01) Bag (<120L),IN,1,0.075,0.13,,0.00975,
3,59837,Koonwarra Transfer Station,2017-09-29 09:57:50,0.0,Domestic Waste,01) Bag (<120L),IN,1,0.075,0.13,,0.00975,
3,59859,Koonwarra Transfer Station,2017-09-29 14:33:25,0.0,Domestic Waste,01) Bag (<120L),IN,1,0.075,0.13,,0.00975,
3,59861,Koonwarra Transfer Station,2017-09-29 14:51:00,0.0,Domestic Waste,01) Bag (<120L),IN,1,0.075,0.13,,0.00975,
3,59884,Koonwarra Transfer Station,2017-09-30 13:19:15,0.0,Domestic Waste,01) Bag (<120L),IN,1,0.075,0.13,,0.00975,
4,33294,Korumburra Transfer Station,2017-09-01 10:15:43,0.0,Domestic Waste,01) Bag (<120L),IN,1,0.075,0.13,,0.00975,
4,33303,Korumburra Transfer Station,2017-09-01 11:28:25,0.0,Domestic Waste,01) Bag (<120L),IN,1,0.075,0.13,,0.00975,
4,33314,Korumburra Transfer Station,2017-09-02 12:12:25,0.0,Domestic Waste,01) Bag (<120L),IN,1,0.075,0.13,,0.00975,
4,33317,Korumburra Transfer Station,2017-09-02 12:36:25,0.0,Domestic Waste,01) Bag (<120L),IN,1,0.075,0.13,,0.00975,
4,33326,Korumburra Transfer Station,2017-09-02 13:21:32,0.0,Domestic Waste,01) Bag (<120L),IN,1,0.075,0.13,,0.00975,
4,33328,Korumburra Transfer Station,2017-09-02 13:29:46,0.0,Domestic Waste,01) Bag (<120L),IN,3,0.075,0.13,,0.029249999999999998,
4,33337,Korumburra Transfer Station,2017-09-02 14:13:15,0.0,Domestic Waste,01) Bag (<120L),IN,1,0.075,0.13,,0.00975,
4,33350,Korumburra Transfer Station,2017-09-02 15:32:57,0.0,Domestic Waste,01) Bag (<120L),IN,1,0.075,0.13,,0.00975,
4,33351,Korumburra Transfer Station,2017-09-02 15:36:43,0.0,Domestic Waste,01) Bag (<120L),IN,1,0.075,0.13,,0.00975,
4,33385,Korumburra Transfer Station,2017-09-04 13:38:34,0.0,Domestic Waste,01) Bag (<120L),IN,1,0.075,0.13,,0.00975,
4,33414,Korumburra Transfer Station,2017-09-07 13:20:23,0.0,Domestic Waste,01) Bag (<120L),IN,1,0.075,0.13,,0.00975,
4,33415,Korumburra Transfer Station,2017-09-07 13:20:42,0.0,Domestic Waste,01) Bag (<120L),IN,1,0.075,0.13,,0.00975,
4,33431,Korumburra Transfer Station,2017-09-07 14:39:49,0.0,Domestic Waste,01) Bag (<120L),IN,1,0.075,0.13,,0.00975,
4,33440,Korumburra Transfer Station,2017-09-08 09:07:44,0.0,Domestic Waste,01) Bag (<120L),IN,1,0.075,0.13,,0.00975,
4,33465,Korumburra Transfer Station,2017-09-09 12:16:34,0.0,Domestic Waste,01) Bag (<120L),IN,1,0.075,0.13,,0.00975,
4,33481,Korumburra Transfer Station,2017-09-09 14:19:02,0.0,Domestic Waste,01) Bag (<120L),IN,1,0.075,0.13,,0.00975,
4,33539,Korumburra Transfer Station,2017-09-11 13:40:51,0.0,Domestic Waste,01) Bag (<120L),IN,1,0.075,0.13,,0.00975,
4,33613,Korumburra Transfer Station,2017-09-16 14:15:33,0.0,Domestic Waste,01) Bag (<120L),IN,1,0.075,0.13,,0.00975,
4,33615,Korumburra Transfer Station,2017-09-16 14:28:50,0.0,Domestic Waste,01) Bag (<120L),IN,1,0.075,0.13,,0.00975,
4,33623,Korumburra Transfer Station,2017-09-16 15:12:44,0.0,Domestic Waste,01) Bag (<120L),IN,1,0.075,0.13,,0.00975,
4,33690,Korumburra Transfer Station,2017-09-18 14:19:13,0.0,Domestic Waste,01) Bag (<120L),IN,1,0.075,0.13,,0.00975,
4,33701,Korumburra Transfer Station,2017-09-19 10:15:08,0.0,Domestic Waste,01) Bag (<120L),IN,1,0.075,0.13,,0.00975,
4,33716,Korumburra Transfer Station,2017-09-21 13:15:51,0.0,Domestic Waste,01) Bag (<120L),IN,1,0.075,0.13,,0.00975,
4,33718,Korumburra Transfer Station,2017-09-21 13:21:44,0.0,Domestic Waste,01) Bag (<120L),IN,1,0.075,0.13,,0.00975,
4,33724,Korumburra Transfer Station,2017-09-21 13:24:00,0.0,Domestic Waste,01) Bag (<120L),IN,2,0.075,0.13,,0.0195,
4,33734,Korumburra Transfer Station,2017-09-21 14:09:42,0.0,Domestic Waste,01) Bag (<120L),IN,1,0.075,0.13,,0.00975,
4,33735,Korumburra Transfer Station,2017-09-21 14:10:07,0.0,Domestic Waste,01) Bag (<120L),IN,1,0.075,0.13,,0.00975,
4,33755,Korumburra Transfer Station,2017-09-22 11:16:36,0.0,Domestic Waste,01) Bag (<120L),IN,1,0.075,0.13,,0.00975,
4,33764,Korumburra Transfer Station,2017-09-23 12:06:44,0.0,Domestic Waste,01) Bag (<120L),IN,6,0.075,0.13,,0.058499999999999996,
4,33766,Korumburra Transfer Station,2017-09-23 12:11:33,0.0,Domestic Waste,01) Bag (<120L),IN,1,0.075,0.13,,0.00975,
4,33767,Korumburra Transfer Station,2017-09-23 12:14:57,0.0,Domestic Waste,01) Bag (<120L),IN,1,0.075,0.13,,0.00975,
4,33769,Korumburra Transfer Station,2017-09-23 12:24:13,0.0,Domestic Waste,01) Bag (<120L),IN,1,0.075,0.13,,0.00975,
4,33774,Korumburra Transfer Station,2017-09-23 12:40:30,0.0,Domestic Waste,01) Bag (<120L),IN,1,0.075,0.13,,0.00975,
4,33779,Korumburra Transfer Station,2017-09-23 12:53:04,0.0,Domestic Waste,01) Bag (<120L),IN,2,0.075,0.13,,0.0195,
4,33791,Korumburra Transfer Station,2017-09-23 13:59:46,0.0,Domestic Waste,01) Bag (<120L),IN,1,0.075,0.13,,0.00975,
4,33792,Korumburra Transfer Station,2017-09-23 14:02:06,0.0,Domestic Waste,01) Bag (<120L),IN,1,0.075,0.13,,0.00975,
4,33850,Korumburra Transfer Station,2017-09-24 14:29:08,0.0,Domestic Waste,01) Bag (<120L),IN,1,0.075,0.13,,0.00975,
4,33867,Korumburra Transfer Station,2017-09-25 13:04:15,0.0,Domestic Waste,01) Bag (<120L),IN,1,0.075,0.13,,0.00975,
4,33873,Korumburra Transfer Station,2017-09-25 15:08:16,0.0,Domestic Waste,01) Bag (<120L),IN,1,0.075,0.13,,0.00975,
4,33907,Korumburra Transfer Station,2017-09-28 13:15:19,0.0,Domestic Waste,01) Bag (<120L),IN,1,0.075,0.13,,0.00975,
